"SAMPLE_YEAR","REGION_ID","HWI_PROJECT_TYPE","SPECIES_CODE","SPECIES","SAMPLE_ID","SAMPLE_DATE","SPECIMEN_ID","STREAM","LOCATION","TRAY_ID","CELL_NUMBER","MARK_PRESENT","MARK_ID","OTOLITH_MARK_STATUS_CODE","PROJECT","SAMPLE_DAY","SAMPLE_MONTH","STAGE_CODE","STAT_WEEK_SAMPLED","COMMENTS","FORMAT","DISTRICT","SUB_DISTRICT","SAMPLE_START_DATE","SAMPLE_END_DATE"
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"043","000-00-00000","","0000050956","043","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"044","000-00-00000","","0000050956","044","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"045","000-00-00000","","0000050956","045","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"046","000-00-00000","","0000050956","046","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"047","000-00-00000","","0000050956","047","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"048","000-00-00000","","0000050956","048","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"049","000-00-00000","","0000050956","049","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"050","000-00-00000","","0000050956","050","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"051","000-00-00000","","0000050956","051","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"052","000-00-00000","","0000050956","052","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"053","000-00-00000","","0000050956","053","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"054","000-00-00000","","0000050956","054","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"055","000-00-00000","","0000050956","055","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"056","000-00-00000","","0000050956","056","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"057","000-00-00000","","0000050956","057","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"058","000-00-00000","","0000050956","058","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"059","000-00-00000","","0000050956","059","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"060","000-00-00000","","0000050956","060","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"061","000-00-00000","","0000050956","061","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"062","000-00-00000","","0000050956","062","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"063","000-00-00000","","0000050956","063","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"064","000-00-00000","","0000050956","064","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"065","000-00-00000","","0000050956","065","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"066","000-00-00000","","0000050956","066","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"067","000-00-00000","","0000050956","067","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"068","000-00-00000","","0000050956","068","","","4N62","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"069","000-00-00000","","0000050956","069","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"070","000-00-00000","","0000050956","070","YES","CCH19","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"071","000-00-00000","","0000050956","071","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"072","000-00-00000","","0000050956","072","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"073","000-00-00000","","0000050956","073","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"074","000-00-00000","","0000050956","074","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"075","000-00-00000","","0000050956","075","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"076","000-00-00000","","0000050956","076","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"077","000-00-00000","","0000050956","077","","","3N66","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"078","000-00-00000","","0000050956","078","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"079","000-00-00000","","0000050956","079","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"080","000-00-00000","","0000050956","080","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"081","000-00-00000","","0000050956","081","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"082","000-00-00000","","0000050956","082","YES","WNH19PINKB","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"083","000-00-00000","","0000050956","083","","","4N26","3","14","05","A","20","Overground","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"084","000-00-00000","","0000050956","084","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"085","000-00-00000","","0000050956","085","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"086","000-00-00000","","0000050956","086","","","4N26","3","14","05","A","20","Fragment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"087","000-00-00000","","0000050956","087","","","4N26","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"088","000-00-00000","","0000050956","088","YES","CCH19","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"089","000-00-00000","","0000050956","089","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"090","000-00-00000","","0000050956","090","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"091","000-00-00000","","0000050956","091","YES","AFK19B","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"092","000-00-00000","","0000050956","092","YES","WNH19PINKB","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"093","000-00-00000","","0000050956","093","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"094","000-00-00000","","0000050956","094","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199001",14-MAY-21,"095","000-00-00000","","0000050956","095","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"001","000-00-00000","","0000050995","001","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"002","000-00-00000","","0000050995","002","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"003","000-00-00000","","0000050995","003","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"004","000-00-00000","","0000050995","004","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"005","000-00-00000","","0000050995","005","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"006","000-00-00000","","0000050995","006","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"007","000-00-00000","","0000050995","007","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"008","000-00-00000","","0000050995","008","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"009","000-00-00000","","0000050995","009","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"010","000-00-00000","","0000050995","010","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"011","000-00-00000","","0000050995","011","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"012","000-00-00000","","0000050995","012","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"013","000-00-00000","","0000050995","013","","","4N26","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"014","000-00-00000","","0000050995","014","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"015","000-00-00000","","0000050995","015","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"016","000-00-00000","","0000050995","016","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"017","000-00-00000","","0000050995","017","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"018","000-00-00000","","0000050995","018","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"019","000-00-00000","","0000050995","019","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"020","000-00-00000","","0000050995","020","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"021","000-00-00000","","0000050995","021","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"022","000-00-00000","","0000050995","022","YES","WNH19PINKB","1L0n","3","14","05","A","20","Questionable","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"023","000-00-00000","","0000050995","023","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"024","000-00-00000","","0000050995","024","YES","SGH19","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"025","000-00-00000","","0000050995","025","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"026","000-00-00000","","0000050995","026","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"027","000-00-00000","","0000050995","027","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"028","000-00-00000","","0000050995","028","YES","AFK19B","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"029","000-00-00000","","0000050995","029","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"030","000-00-00000","","0000050995","030","","","3N66","3","14","05","A","20","No Otos in Well","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"031","000-00-00000","","0000050995","031","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"032","000-00-00000","","0000050995","032","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"033","000-00-00000","","0000050995","033","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"034","000-00-00000","","0000050995","034","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"035","000-00-00000","","0000050995","035","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"036","000-00-00000","","0000050995","036","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"037","000-00-00000","","0000050995","037","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"038","000-00-00000","","0000050995","038","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
"2021","2","OTO-SPILL","440","PINK","202199002",14-MAY-21,"039","000-00-00000","","0000050995","039","NO","","1L0n","3","14","05","A","20","No Comment","2.3","MXD","",14-MAY-21,14-MAY-21
